,id_sampl,FID,strata_id,psu_id,population,ADM3_FR,ADM3_PCODE,ADM3_REF,ADM3ALT1FR,ADM3ALT2FR,ADM2_FR,ADM2_PCODE,ADM1_FR,ADM1_PCODE,SumDist,proba,survey_buffer,POINT_X,POINT_Y,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,NEAR_featureNam,NEAR_pcode,Exclude,Include,Check Exclure,Visité (Oui/NON),Jour visité,enquêtes faites,manque Enquètes?,Equipe,Responsable,Date enquête
385,id_53278,53277,BF4606,LT-197,391.1333193,Tougan,BF460608,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.002949847,4,-3.017433709,13.03075901,7384,4.67E-03,-3.013126,13.028967,Nassan,BF4606080015,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
386,id_53848,53847,BF4606,LK-192,1181.38227,Tougan,BF460608,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.008909741,4,-3.079044263,13.06632989,7533,1.14E-02,-3.0694,13.0725,Tougan,BF4606080018,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
387,id_53849,53848,BF4606,LL-192,2889.597175,Tougan,BF460608,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.021792744,4,-3.072198647,13.0702822,7533,3.57E-03,-3.0694,13.0725,Tougan,BF4606080018,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
388,id_53850,53849,BF4606,LM-192,3105.119616,Tougan,BF460608,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.02341817,4,-3.065353029,13.06632989,7533,7.38E-03,-3.0694,13.0725,Tougan,BF4606080018,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
389,id_53851,53850,BF4606,LN-192,2362.764541,Tougan,BF460608,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.017819481,4,-3.058507412,13.0702822,7533,1.11E-02,-3.0694,13.0725,Tougan,BF4606080018,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
390,id_53948,53947,BF4606,LK-191,1492.692463,Tougan,BF460608,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.011257578,4,-3.079044263,13.07423452,7533,9.80E-03,-3.0694,13.0725,Tougan,BF4606080018,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
391,id_53848,NA,BF4606,LK-192,1181.38227,Tougan,BF460608,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.008909741,8,-3.079044263,13.06632989,7533,1.14E-02,-3.0694,13.0725,Tougan,BF4606080018,NA,X,NA,NA,NA,NA,-8,5,Alberto,NA
392,id_53848,NA,BF4606,LK-192,1181.38227,Tougan,BF460608,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.008909741,8,-3.079044263,13.06632989,7533,1.14E-02,-3.0694,13.0725,Tougan,BF4606080018,NA,X,NA,NA,NA,NA,-8,5,Alberto,NA
393,id_52873,52872,BF4606,JM-200,2689.593516,Lanfièra,BF460605,Lanfiera,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.020284358,4,-3.421325124,13.00309278,7205,2.03E-02,-3.416667,12.983333,Lanfiera,BF4606050008,NA,NA,EXCLURE,NA,NA,NA,-4,5,Alberto,NA
394,id_54765,54764,BF4606,LU-185,526.8326341,Tougan,BF460608,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.003973263,4,-3.010588091,13.12166235,7715,2.95E-03,-3.0114,13.1245,Yeguere,BF4606080023,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
395,id_56261,56260,BF4606,MB-172,710.4258248,Tougan,BF460608,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.005357885,4,-2.962668771,13.22837496,8045,2.70E-03,-2.965307,13.228933,Niankore,BF4606080033,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
396,id_56519,56518,BF4606,NK-170,2210.087369,Kiembara,BF460604,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.016668022,4,-2.723072169,13.24023192,8084,1.49E-03,-2.722598,13.238823,Kikourou,BF4606040007,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
397,id_56520,56519,BF4606,NL-170,185.138209,Kiembara,BF460604,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.001396274,4,-2.716226552,13.24418424,8084,8.33E-03,-2.722598,13.238823,Kikourou,BF4606040007,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
398,id_56394,56393,BF4606,NJ-171,2568.792649,Kiembara,BF460604,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.019373303,4,-2.729917786,13.2362796,8086,3.46E-03,-2.731111,13.239532,Kiembara,BF4606040008,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
399,id_57272,57271,BF4606,NG-163,254.5650373,Kiembara,BF460604,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.001919877,8,-2.750454638,13.29556438,8281,5.93E-03,-2.755799,13.298132,Gouere,BF4606040013,NA,NA,NA,NA,NA,NA,-8,5,Alberto,NA
400,id_56019,56018,BF4606,NZ-174,400.2904423,Lankoué,BF460606,Lankoue,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.003018908,4,-2.620387911,13.21256569,7993,5.43E-03,-2.625776,13.21193,Ouore Yarse,BF4606060006,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
401,id_56400,56399,BF4606,OB-171,333.5753686,Lankoué,BF460606,Lankoue,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.002515756,4,-2.606696677,13.2362796,8081,7.49E-03,-2.613924,13.238227,Kilingota,BF4606060007,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
402,id_56651,56650,BF4606,OE-169,2223.83579,Lankoué,BF460606,Lankoue,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.016771709,4,-2.586159825,13.24813656,8102,3.45E-03,-2.583553,13.245881,Lankoue,BF4606060009,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
403,id_56775,56774,BF4606,OF-168,378.0520844,Lankoué,BF460606,Lankoue,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.002851191,4,-2.579314209,13.25999351,8102,1.47E-02,-2.583553,13.245881,Lankoue,BF4606060009,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
404,id_56652,NA,BF4606,OF-169,756.1041688,Lankoué,BF460606,Lankoue,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.005702381,4,-2.579314209,13.25208887,8102,7.52E-03,-2.583553,13.245881,Lankoue,BF4606060009,NA,X,NA,NA,NA,NA,-4,5,Alberto,NA
405,id_57274,57273,BF4606,OP-163,1022.964464,Lankoué,BF460606,Lankoue,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.007714986,4,-2.510858037,13.2995167,8283,4.47E-03,-2.515165,13.298331,Rassouli,BF4606060013,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
406,id_19785,19784,BF4601,LG-368,95.1007798,Boromo,BF460103,NA,NA,NA,Balé,BF4601,Boucle du Mouhoun,BF46,217698.9229,0.000436845,4,-3.106426733,11.67511362,2626,1.04E-02,-3.1,11.683333,Wahabou,BF4601030007,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
407,id_21548,21547,BF4601,MG-359,1491.580652,Boromo,BF460103,NA,NA,NA,Balé,BF4601,Boucle du Mouhoun,BF46,217698.9229,0.006851576,4,-2.928440685,11.74625536,2759,6.16E-03,-2.933333,11.75,Boromo,BF4601030010,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
408,id_21996,21995,BF4601,LJ-357,645.6842418,Boromo,BF460103,NA,NA,NA,Balé,BF4601,Boucle du Mouhoun,BF46,217698.9229,0.002965951,4,-3.085889881,11.76601696,2794,2.64E-03,-3.083333,11.766667,Nanou,BF4601030011,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
409,id_13655,13654,BF4601,MZ-406,150.2685896,Fara,BF460104,NA,NA,NA,Balé,BF4601,Boucle du Mouhoun,BF46,217698.9229,0.000690259,4,-2.798373958,11.3786897,2160,4.92E-03,-2.8,11.383333,Karaba,BF4601040008,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
410,id_18268,18267,BF4601,NE-378,1777.703019,Poura,BF460108,NA,NA,NA,Balé,BF4601,Boucle du Mouhoun,BF46,217698.9229,0.008165879,4,-2.764145872,11.59606724,2498,2.50E-02,-2.75,11.616667,Poura,BF4601080001,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
411,id_18583,18582,BF4601,NF-376,399.9831792,Poura,BF460108,NA,NA,NA,Balé,BF4601,Boucle du Mouhoun,BF46,217698.9229,0.001837323,4,-2.757300256,11.61582884,2498,7.35E-03,-2.75,11.616667,Poura,BF4601080001,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
412,id_22168,22167,BF4602,EJ-356,1417.852153,Kouka,BF460202,NA,NA,NA,Banwa,BF4602,Boucle du Mouhoun,BF46,179061.1959,0.007918255,4,-4.33179221,11.77392159,2814,6.81E-03,-4.324982,11.774049,Sama,BF4602020002,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
413,id_43084,43083,BF4605,MN-262,299.2032012,Gossina,BF460502,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.002189869,4,-2.880521365,12.51695755,5563,2.14E-02,-2.866667,12.533333,Gossina,BF4605020009,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
414,id_48637,48636,BF4605,LD-228,334.197458,Kougny,BF460503,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.002445992,4,-3.126963584,12.78571524,6501,1.06E-02,-3.116667,12.783333,Koungny,BF4605030011,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
415,id_48638,48637,BF4605,LE-228,1187.280443,Kougny,BF460503,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.008689709,4,-3.120117967,12.78176292,6501,3.79E-03,-3.116667,12.783333,Koungny,BF4605030011,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
416,id_45785,45784,BF4605,NA-246,84.22624057,Toma,BF460504,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.000616452,4,-2.791528342,12.63947944,5984,1.35E-02,-2.8,12.65,Gousi,BF4605040005,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
417,id_48235,48234,BF4605,MM-231,647.8941583,Toma,BF460504,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.004741939,4,-2.887366982,12.75804901,6440,9.52E-03,-2.883333,12.766667,Toma,BF4605040018,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
418,id_47106,47105,BF4605,NO-238,575.2917181,Yaba,BF460505,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.004210562,4,-2.6956897,12.70271654,6181,5.09E-03,-2.7,12.7,Sapala,BF4605050001,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
419,id_48999,48998,BF4605,MV-226,340.6332541,Yaba,BF460505,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.002493096,4,-2.825756428,12.80152452,6562,9.22E-03,-2.816667,12.8,Bounou,BF4605050012,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
420,id_49179,49178,BF4605,MU-225,242.2280918,Yaba,BF460505,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.001772868,4,-2.832602044,12.80547684,6562,1.68E-02,-2.816667,12.8,Bounou,BF4605050012,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
421,id_49005,49004,BF4605,NE-226,287.645859,Yaba,BF460505,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.002105281,4,-2.764145872,12.7975722,6563,3.50E-03,-2.766667,12.8,Siele,BF4605050013,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
422,id_49007,49006,BF4605,NG-226,22.70888361,Yaba,BF460505,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.000166206,4,-2.750454638,12.7975722,6563,1.64E-02,-2.766667,12.8,Siele,BF4605050013,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
423,id_49346,49345,BF4605,MA-224,1824.280317,Yaba,BF460505,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.013351913,4,-2.969514388,12.81338147,6645,4.35E-03,-2.966667,12.816667,Biba,BF4605050014,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
424,id_50234,50233,BF4605,MQ-218,242.2280918,Yaba,BF460505,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.001772868,4,-2.859984514,12.8608093,6814,8.89E-03,-2.866667,12.866667,Yaba,BF4605050019,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
425,id_50864,50863,BF4605,MG-213,166.5318131,Yaba,BF460505,NA,NA,NA,Nayala,BF4605,Boucle du Mouhoun,BF46,136630.6295,0.001218847,4,-2.928440685,12.90033249,6923,4.90E-03,-2.933333,12.9,Toson,BF4605050021,NA,NA,NA,NA,NA,NA,-4,5,Alberto,NA
426,id_54892,NA,BF4606,NL-184,542.7972594,Tougan,BF460608,NA,NA,NA,Sourou,BF4606,Boucle du Mouhoun,BF46,132594.4618,0.004093665,4,-2.716226552,13.13351931,7740,7.67E-03,-2.723875,13.132975,Namassa,BF4606080025,NA,X,NA,NA,NA,NA,-4,5,Alberto,NA
427,id_57342,57341,BF5201,ABC-163,865.9496617,Mani,BF520105,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.003076651,4,-0.286032448,13.29556438,8274,4.99E-03,-0.281389,13.293732,Tambidi,BF5201050023,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/15/2020
428,id_57344,57343,BF5201,ABE-163,865.9496617,Mani,BF520105,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.003076651,4,-0.272341214,13.29556438,8274,9.23E-03,-0.281389,13.293732,Tambidi,BF5201050023,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/15/2020
429,id_55599,55598,BF5201,ABY-179,86.01113822,Mani,BF520105,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.000305591,4,-0.135428869,13.16909018,7847,4.38E-03,-0.139401,13.167249,Boulgou,BF5201030020,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/16/2020
430,id_56863,56862,BF5201,ABM-168,5845.160216,Mani,BF520105,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.020767392,4,-0.217576276,13.25604119,8162,9.04E-03,-0.209444,13.26,Mani,BF5201050015,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/16/2020
431,id_56864,56863,BF5201,ABN-168,7008.780074,Mani,BF520105,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.024901641,4,-0.210730659,13.25999351,8162,1.29E-03,-0.209444,13.26,Mani,BF5201050015,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/16/2020
432,id_56865,56864,BF5201,ABO-168,3220.250304,Mani,BF520105,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.011441295,8,-0.203885042,13.25604119,8162,6.82E-03,-0.209444,13.26,Mani,BF5201050015,NA,NA,NA,NA,NA,NA,-8,4,Alberto,7/16/2020
433,id_56968,56967,BF5201,ABO-167,3896.773477,Mani,BF520105,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.013844928,4,-0.203885042,13.26394583,8162,6.82E-03,-0.209444,13.26,Mani,BF5201050015,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/16/2020
434,id_53494,53493,BF5201,AAU-196,20.1057845,Thion,BF520107,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,7.14E-05,4,-0.340797386,13.03471133,7357,1.64E-02,-0.333576,13.020017,Lelkom,BF5201070005,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/17/2020
435,id_54175,54174,BF5201,ABS-190,286.0125773,Bogandé,BF520102,Bogande,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.00101618,4,-0.176502573,13.08213916,7588,6.38E-03,-0.174677,13.088253,Nindangou,BF5201020053,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/17/2020
436,id_54320,54319,BF5201,ABT-189,354.1108099,Bogandé,BF520102,Bogande,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.001258128,4,-0.169656956,13.09399612,7588,7.63E-03,-0.174677,13.088253,Nindangou,BF5201020053,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/17/2020
437,id_52028,52027,BF5201,ADR-206,340.4911634,Bogandé,BF520102,Bogande,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.001209738,4,0.172623904,12.95961727,7308,5.27E-02,0.147316,13.005792,Samfolga,BF5201020039,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/17/2020
438,id_53933,53932,BF5201,AAX-192,1990.472665,Thion,BF520107,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.007071992,4,-0.320260534,13.0702822,7500,7.66E-03,-0.314955,13.064752,Thion,BF5201070010,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/17/2020
439,id_52158,52157,BF5201,ABW-205,1089.571723,Bogandé,BF520102,Bogande,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.003871162,4,-0.149120104,12.96356959,7193,3.22E-03,-0.15,12.966667,Depergou,BF5201020026,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/18/2020
440,id_52323,52322,BF5201,ABW-204,3690.924211,Bogandé,BF520102,Bogande,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.013113562,8,-0.149120104,12.97147423,7193,4.89E-03,-0.15,12.966667,Depergou,BF5201020026,NA,NA,NA,NA,NA,NA,-8,4,Alberto,7/18/2020
441,id_40764,40763,BF50,RG-274,194.4147394,Kindi,BF500103,NA,NA,NA,Boulkiemdé,BF5001,Centre-Ouest,BF50,1015876.875,0.000191376,4,-2.03851045,12.41814958,5215,2.66E-02,-2.016667,12.433333,Kindi,BF5001030001,NA,NA,NA,oui,8/4/2020,4,0,7,Alberto,NA
442,id_50724,50723,BF5201,ACR-215,13.61964654,Bogandé,BF520102,Bogande,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,4.84E-05,4,-0.005362143,12.88847553,7078,4.63E-02,-1.67E-02,12.933333,Leoura,BF5201020019,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/18/2020
443,id_51564,51563,BF5201,ACS-209,1157.669956,Bogandé,BF520102,Bogande,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.00411311,4,0.001483474,12.93195104,7078,1.82E-02,-1.67E-02,12.933333,Leoura,BF5201020019,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/18/2020
444,id_45757,45756,BF5201,ACF-247,39.40189337,Piéla,BF520106,Piela,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.000139992,4,-0.087509549,12.63552712,6019,2.54E-02,-6.67E-02,12.65,Doyama,BF5201060002,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/19/2020
445,id_47900,47899,BF5201,ACT-234,604.1623651,Piéla,BF520106,Piela,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.002146541,4,0.008329091,12.73828741,6361,9.70E-03,1.67E-02,12.733333,Goueli,BF5201060014,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/19/2020
446,id_42717,42716,BF5201,ACF-265,244.9844531,Bilanga,BF520101,NA,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.00087041,4,-0.087509549,12.49324364,5493,7.94E-03,-8.33E-02,12.5,Kolokouame,BF5201010034,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/19/2020
447,id_47559,47558,BF5201,ACY-236,249.5453247,Piéla,BF520106,Piela,NA,NA,Gnagna,BF5201,Est,BF52,281458.5596,0.000886615,4,0.042557177,12.71852582,6215,2.07E-02,3.33E-02,12.7,Kouloungou,BF5201060009,NA,NA,NA,NA,NA,NA,-4,4,Alberto,7/19/2020
448,id_22063,22062,BF51,WO-357,118.6495589,Bindé,BF510302,Binde,NA,NA,Zoundwéogo,BF5103,Centre-Sud,BF51,472953.295,0.00025087,4,-1.093815277,11.76206464,2779,7.92E-03,-1.094444,11.754167,Binde,BF5103020006,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
449,id_29485,29484,BF51,VF-320,690.251292,Kombissiri,BF510105,NA,NA,NA,Bazèga,BF5101,Centre-Sud,BF51,472953.295,0.001459449,4,-1.333411879,12.05848856,3621,6.16E-03,-1.339444,12.057222,Bouloumbouyaka,BF5101050070,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
450,id_9384,9383,BF50,RS-433,1444.754429,Bieha,BF500301,NA,NA,NA,Sissili,BF5003,Centre-Ouest,BF50,1015876.875,0.001422175,4,-1.956363043,11.16131216,1788,8.32E-03,-1.95,11.166667,Danfouna,BF5003010021,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
451,id_28046,28045,BF51,WD-327,244.6636524,Gaongo,BF510102,NA,NA,NA,Bazèga,BF5101,Centre-Sud,BF51,472953.295,0.00051731,4,-1.169117066,12.00315609,3372,5.87E-03,-1.163889,12.005833,Gaongo,BF5101020010,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
452,id_18151,18150,BF51,WI-379,235.3271347,Guiba,BF510305,NA,NA,NA,Zoundwéogo,BF5103,Centre-Sud,BF51,472953.295,0.00049757,4,-1.13488898,11.5881626,2457,1.89E-02,-1.116667,11.583333,Garanse,BF5103050004,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
453,id_31931,31930,BF51,TY-309,131.0541342,Saponé,BF510106,Sapone,NA,NA,Bazèga,BF5101,Centre-Sud,BF51,472953.295,0.000277097,4,-1.559317246,12.14148725,4034,5.70E-03,-1.556944,12.146667,Gonse,BF5101060129,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
454,id_21626,21625,BF51,XB-359,875.040497,Bindé,BF510302,Binde,NA,NA,Zoundwéogo,BF5103,Centre-Sud,BF51,472953.295,0.001850163,4,-1.004822254,11.75020768,2780,4.63E-03,-1.007222,11.754167,Kaibo,BF5103020007,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
455,id_27843,27842,BF51,UP-328,128.5208972,Doulougou,BF510101,NA,NA,NA,Bazèga,BF5101,Centre-Sud,BF51,472953.295,0.000271741,4,-1.442941754,11.99525145,3364,6.40E-03,-1.441111,12.001389,Kalkiende,BF5101010032,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
456,id_21603,21602,BF51,VV-359,284.3637887,Nobéré,BF510307,Nobere,NA,NA,Zoundwéogo,BF5103,Centre-Sud,BF51,472953.295,0.000601251,4,-1.223882003,11.75020768,2766,9.45E-03,-1.233333,11.75,Kanbo,BF5103070031,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
457,id_48369,48368,BF50,OK-230,96.04831377,Godyr,BF500203,NA,NA,NA,Sanguié,BF5002,Centre-Ouest,BF50,1015876.875,9.45E-05,4,-2.545086123,12.76595365,6502,1.81E-02,-2.55,12.783333,Kontige,BF5002030010,NA,NA,AU CHOIX CT,NA,NA,NA,-4,7,Alberto,NA
458,id_18605,18604,BF50,TF-376,37.27097164,Sapouy,BF500406,NA,NA,NA,Ziro,BF5004,Centre-Ouest,BF50,1015876.875,3.67E-05,4,-1.689383973,11.61582884,2527,1.76E-02,-1.679722,11.630556,Ledigue,BF5004060038,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
459,id_9754,9753,BF50,OP-431,146.0065649,Niabouri,BF500305,NA,NA,NA,Sissili,BF5003,Centre-Ouest,BF50,1015876.875,0.000143725,4,-2.510858037,11.18107376,1829,6.23E-03,-2.516667,11.183333,Linse,BF5003020021,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
460,id_9791,9790,BF51,XC-431,118.8217958,Po,BF510202,NA,NA,NA,Nahouri,BF5102,Centre-Sud,BF51,472953.295,0.000251234,4,-0.997976636,11.17712144,1753,2.72E-02,-1,11.15,Louabouga,BF5102020018,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
461,id_19511,19510,BF51,WS-370,2777.434125,Manga,BF510306,NA,NA,NA,Zoundwéogo,BF5103,Centre-Sud,BF51,472953.295,0.005872534,4,-1.066432808,11.65930435,2588,7.90E-03,-1.073056,11.663611,Manga,BF5103060012,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
462,id_12787,12786,BF51,YV-411,355.7770402,Gomboussougou,BF510304,NA,NA,NA,Zoundwéogo,BF5103,Centre-Sud,BF51,472953.295,0.000752246,4,-0.689923863,11.33916651,2128,2.05E-02,-0.699167,11.3575,Medega,BF5103040004,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
463,id_13332,13331,BF51,YT-408,951.0835861,Gomboussougou,BF510304,NA,NA,NA,Zoundwéogo,BF5103,Centre-Sud,BF51,472953.295,0.002010946,4,-0.703615097,11.36288043,2128,6.98E-03,-0.699167,11.3575,Medega,BF5103040004,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
464,id_28628,28627,BF51,TQ-324,157.264961,Saponé,BF510106,Sapone,NA,NA,Bazèga,BF5101,Centre-Sud,BF51,472953.295,0.000332517,4,-1.614082184,12.02291769,3449,2.62E-03,-1.616667,12.023333,Nabitenga,BF5101060028,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
465,id_23163,23162,BF51,VB-352,286.3742046,Toécé,BF510107,Toece,NA,NA,Bazèga,BF5101,Centre-Sud,BF51,472953.295,0.000605502,4,-1.360794347,11.80554015,2865,8.07E-03,-1.366667,11.8,Naniesse,BF5101070019,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
466,id_29678,29677,BF51,TR-319,281.7663885,Saponé,BF510106,Sapone,NA,NA,Bazèga,BF5101,Centre-Sud,BF51,472953.295,0.000595759,4,-1.607236566,12.0663932,3637,3.12E-03,-1.604444,12.065,Ouidi,BF5101060082,NA,NA,NA,NA,NA,NA,-4,7,Alberto,NA
467,id_60882,60881,BF5403,PS-108,678.9750574,Barga,BF540301,NA,NA,NA,Yatenga,BF5403,Nord,BF54,480120.4957,0.001414176,4,-2.312335137,13.73031947,9323,7.44E-03,-2.318514,13.726176,Lembonoro,BF5403060024,NA,NA,NA,oui,7/21/2020,4,0,3,Robin,7/24/2020
468,id_57010,57009,BF4901,SV-166,32.11953586,Tikaré,BF490108,Tikare,NA,NA,Bam,BF4901,Centre-Nord,BF49,212290.5181,0.0001513,4,-1.757840145,13.27580279,8223,1.30E-02,-1.770793,13.276343,Lengou,BF5403090017,NA,NA,NA,oui,7/22/2020,4,0,2,Robin,NA
469,id_20379,20378,BF48,ZO-365,481.4665542,Garango,BF480107,NA,NA,NA,Boulgou,BF4801,Centre-Est,BF48,868756.8287,0.000554202,4,-0.559857136,11.69882754,2681,9.93E-03,-0.55,11.7,Lergo,BF4801070003,NA,NA,NA,oui,7/17/2020,4,0,8,Robin,7/16/2020
